LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
MAC003718,Std,29/07/2013 23:30:00,0.146,ACORN-A,Affluent
MAC003718,Std,30/07/2013 00:00:00,0.115,ACORN-A,Affluent
MAC003718,Std,30/07/2013 00:30:00,0.12,ACORN-A,Affluent
MAC003718,Std,30/07/2013 01:00:00,0.12,ACORN-A,Affluent
MAC003718,Std,30/07/2013 01:30:00,0.121,ACORN-A,Affluent
MAC003718,Std,30/07/2013 02:00:00,0.12,ACORN-A,Affluent
MAC003718,Std,30/07/2013 02:30:00,0.12,ACORN-A,Affluent
MAC003718,Std,30/07/2013 03:00:00,0.157,ACORN-A,Affluent
MAC003718,Std,30/07/2013 03:30:00,0.155,ACORN-A,Affluent
MAC003718,Std,30/07/2013 04:00:00,0.151,ACORN-A,Affluent
MAC003718,Std,30/07/2013 04:30:00,0.239,ACORN-A,Affluent
MAC003718,Std,30/07/2013 05:00:00,0.686,ACORN-A,Affluent
MAC003718,Std,30/07/2013 05:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,30/07/2013 06:00:00,0.169,ACORN-A,Affluent
MAC003718,Std,30/07/2013 06:30:00,0.177,ACORN-A,Affluent
MAC003718,Std,30/07/2013 07:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,30/07/2013 07:30:00,0.418,ACORN-A,Affluent
MAC003718,Std,30/07/2013 08:00:00,0.215,ACORN-A,Affluent
MAC003718,Std,30/07/2013 08:30:00,0.148,ACORN-A,Affluent
MAC003718,Std,30/07/2013 09:00:00,0.375,ACORN-A,Affluent
MAC003718,Std,30/07/2013 09:30:00,0.202,ACORN-A,Affluent
MAC003718,Std,30/07/2013 10:00:00,0.23,ACORN-A,Affluent
MAC003718,Std,30/07/2013 10:30:00,0.403,ACORN-A,Affluent
MAC003718,Std,30/07/2013 11:00:00,0.246,ACORN-A,Affluent
MAC003718,Std,30/07/2013 11:30:00,0.186,ACORN-A,Affluent
MAC003718,Std,30/07/2013 12:00:00,0.117,ACORN-A,Affluent
MAC003718,Std,30/07/2013 12:30:00,0.241,ACORN-A,Affluent
MAC003718,Std,30/07/2013 13:00:00,0.209,ACORN-A,Affluent
MAC003718,Std,30/07/2013 13:30:00,0.246,ACORN-A,Affluent
MAC003718,Std,30/07/2013 14:00:00,0.17,ACORN-A,Affluent
MAC003718,Std,30/07/2013 14:30:00,0.2,ACORN-A,Affluent
MAC003718,Std,30/07/2013 15:00:00,0.166,ACORN-A,Affluent
MAC003718,Std,30/07/2013 15:30:00,0.144,ACORN-A,Affluent
MAC003718,Std,30/07/2013 16:00:00,0.114,ACORN-A,Affluent
MAC003718,Std,30/07/2013 16:30:00,0.097,ACORN-A,Affluent
MAC003718,Std,30/07/2013 17:00:00,0.218,ACORN-A,Affluent
MAC003718,Std,30/07/2013 17:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,30/07/2013 18:00:00,0.243,ACORN-A,Affluent
MAC003718,Std,30/07/2013 18:30:00,0.193,ACORN-A,Affluent
MAC003718,Std,30/07/2013 19:00:00,0.175,ACORN-A,Affluent
MAC003718,Std,30/07/2013 19:30:00,0.18,ACORN-A,Affluent
MAC003718,Std,30/07/2013 20:00:00,0.175,ACORN-A,Affluent
MAC003718,Std,30/07/2013 20:30:00,0.18,ACORN-A,Affluent
MAC003718,Std,30/07/2013 21:00:00,0.182,ACORN-A,Affluent
MAC003718,Std,30/07/2013 21:30:00,0.181,ACORN-A,Affluent
MAC003718,Std,30/07/2013 22:00:00,0.144,ACORN-A,Affluent
MAC003718,Std,30/07/2013 22:30:00,0.257,ACORN-A,Affluent
MAC003718,Std,30/07/2013 23:00:00,0.645,ACORN-A,Affluent
MAC003718,Std,30/07/2013 23:30:00,0.61,ACORN-A,Affluent
MAC003718,Std,31/07/2013 00:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,31/07/2013 00:30:00,0.094,ACORN-A,Affluent
MAC003718,Std,31/07/2013 01:00:00,0.111,ACORN-A,Affluent
MAC003718,Std,31/07/2013 01:30:00,0.14,ACORN-A,Affluent
MAC003718,Std,31/07/2013 02:00:00,0.136,ACORN-A,Affluent
MAC003718,Std,31/07/2013 02:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,31/07/2013 03:00:00,0.125,ACORN-A,Affluent
MAC003718,Std,31/07/2013 03:30:00,0.125,ACORN-A,Affluent
MAC003718,Std,31/07/2013 04:00:00,0.133,ACORN-A,Affluent
MAC003718,Std,31/07/2013 04:30:00,0.099,ACORN-A,Affluent
MAC003718,Std,31/07/2013 05:00:00,0.095,ACORN-A,Affluent
MAC003718,Std,31/07/2013 05:30:00,0.099,ACORN-A,Affluent
MAC003718,Std,31/07/2013 06:00:00,0.144,ACORN-A,Affluent
MAC003718,Std,31/07/2013 06:30:00,0.14,ACORN-A,Affluent
MAC003718,Std,31/07/2013 07:00:00,0.223,ACORN-A,Affluent
MAC003718,Std,31/07/2013 07:30:00,0.371,ACORN-A,Affluent
MAC003718,Std,31/07/2013 08:00:00,0.376,ACORN-A,Affluent
MAC003718,Std,31/07/2013 08:30:00,0.214,ACORN-A,Affluent
MAC003718,Std,31/07/2013 09:00:00,0.231,ACORN-A,Affluent
MAC003718,Std,31/07/2013 09:30:00,0.246,ACORN-A,Affluent
MAC003718,Std,31/07/2013 10:00:00,0.348,ACORN-A,Affluent
MAC003718,Std,31/07/2013 10:30:00,0.237,ACORN-A,Affluent
MAC003718,Std,31/07/2013 11:00:00,0.192,ACORN-A,Affluent
MAC003718,Std,31/07/2013 11:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,31/07/2013 12:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,31/07/2013 12:30:00,0.095,ACORN-A,Affluent
MAC003718,Std,31/07/2013 13:00:00,0.095,ACORN-A,Affluent
MAC003718,Std,31/07/2013 13:30:00,0.086,ACORN-A,Affluent
MAC003718,Std,31/07/2013 14:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,31/07/2013 14:30:00,0.148,ACORN-A,Affluent
MAC003718,Std,31/07/2013 15:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,31/07/2013 15:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,31/07/2013 16:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,31/07/2013 16:30:00,0.211,ACORN-A,Affluent
MAC003718,Std,31/07/2013 17:00:00,0.139,ACORN-A,Affluent
MAC003718,Std,31/07/2013 17:30:00,0.161,ACORN-A,Affluent
MAC003718,Std,31/07/2013 18:00:00,0.415,ACORN-A,Affluent
MAC003718,Std,31/07/2013 18:30:00,0.33,ACORN-A,Affluent
MAC003718,Std,31/07/2013 19:00:00,0.34,ACORN-A,Affluent
MAC003718,Std,31/07/2013 19:30:00,0.334,ACORN-A,Affluent
MAC003718,Std,31/07/2013 20:00:00,0.206,ACORN-A,Affluent
MAC003718,Std,31/07/2013 20:30:00,0.221,ACORN-A,Affluent
MAC003718,Std,31/07/2013 21:00:00,0.204,ACORN-A,Affluent
MAC003718,Std,31/07/2013 21:30:00,0.191,ACORN-A,Affluent
MAC003718,Std,31/07/2013 22:00:00,0.333,ACORN-A,Affluent
MAC003718,Std,31/07/2013 22:30:00,0.735,ACORN-A,Affluent
MAC003718,Std,31/07/2013 23:00:00,0.482,ACORN-A,Affluent
MAC003718,Std,31/07/2013 23:30:00,0.236,ACORN-A,Affluent
MAC003718,Std,01/08/2013 00:00:00,0.089,ACORN-A,Affluent
MAC003718,Std,01/08/2013 00:30:00,0.095,ACORN-A,Affluent
MAC003718,Std,01/08/2013 01:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,01/08/2013 01:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,01/08/2013 02:00:00,0.186,ACORN-A,Affluent
MAC003718,Std,01/08/2013 02:30:00,0.139,ACORN-A,Affluent
MAC003718,Std,01/08/2013 03:00:00,0.136,ACORN-A,Affluent
MAC003718,Std,01/08/2013 03:30:00,0.127,ACORN-A,Affluent
MAC003718,Std,01/08/2013 04:00:00,0.126,ACORN-A,Affluent
MAC003718,Std,01/08/2013 04:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,01/08/2013 05:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,01/08/2013 05:30:00,0.102,ACORN-A,Affluent
MAC003718,Std,01/08/2013 06:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,01/08/2013 06:30:00,0.205,ACORN-A,Affluent
MAC003718,Std,01/08/2013 07:00:00,0.21,ACORN-A,Affluent
MAC003718,Std,01/08/2013 07:30:00,0.352,ACORN-A,Affluent
MAC003718,Std,01/08/2013 08:00:00,0.299,ACORN-A,Affluent
MAC003718,Std,01/08/2013 08:30:00,0.182,ACORN-A,Affluent
MAC003718,Std,01/08/2013 09:00:00,0.301,ACORN-A,Affluent
MAC003718,Std,01/08/2013 09:30:00,0.255,ACORN-A,Affluent
MAC003718,Std,01/08/2013 10:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,01/08/2013 10:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,01/08/2013 11:00:00,0.103,ACORN-A,Affluent
MAC003718,Std,01/08/2013 11:30:00,0.101,ACORN-A,Affluent
MAC003718,Std,01/08/2013 12:00:00,0.104,ACORN-A,Affluent
MAC003718,Std,01/08/2013 12:30:00,0.2,ACORN-A,Affluent
MAC003718,Std,01/08/2013 13:00:00,0.119,ACORN-A,Affluent
MAC003718,Std,01/08/2013 13:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,01/08/2013 14:00:00,0.156,ACORN-A,Affluent
MAC003718,Std,01/08/2013 14:30:00,0.167,ACORN-A,Affluent
MAC003718,Std,01/08/2013 15:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,01/08/2013 15:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,01/08/2013 16:00:00,0.218,ACORN-A,Affluent
MAC003718,Std,01/08/2013 16:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,01/08/2013 17:00:00,0.176,ACORN-A,Affluent
MAC003718,Std,01/08/2013 17:30:00,0.285,ACORN-A,Affluent
MAC003718,Std,01/08/2013 18:00:00,0.39,ACORN-A,Affluent
MAC003718,Std,01/08/2013 18:30:00,0.232,ACORN-A,Affluent
MAC003718,Std,01/08/2013 19:00:00,0.177,ACORN-A,Affluent
MAC003718,Std,01/08/2013 19:30:00,0.209,ACORN-A,Affluent
MAC003718,Std,01/08/2013 20:00:00,0.22,ACORN-A,Affluent
MAC003718,Std,01/08/2013 20:30:00,0.197,ACORN-A,Affluent
MAC003718,Std,01/08/2013 21:00:00,0.332,ACORN-A,Affluent
MAC003718,Std,01/08/2013 21:30:00,0.236,ACORN-A,Affluent
MAC003718,Std,01/08/2013 22:00:00,0.185,ACORN-A,Affluent
MAC003718,Std,01/08/2013 22:30:00,0.579,ACORN-A,Affluent
MAC003718,Std,01/08/2013 23:00:00,0.327,ACORN-A,Affluent
MAC003718,Std,01/08/2013 23:30:00,0.548,ACORN-A,Affluent
MAC003718,Std,02/08/2013 00:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,02/08/2013 00:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,02/08/2013 01:00:00,0.101,ACORN-A,Affluent
MAC003718,Std,02/08/2013 01:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,02/08/2013 02:00:00,0.129,ACORN-A,Affluent
MAC003718,Std,02/08/2013 02:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,02/08/2013 03:00:00,0.132,ACORN-A,Affluent
MAC003718,Std,02/08/2013 03:30:00,0.136,ACORN-A,Affluent
MAC003718,Std,02/08/2013 04:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,02/08/2013 04:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,02/08/2013 05:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,02/08/2013 05:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,02/08/2013 06:00:00,0.184,ACORN-A,Affluent
MAC003718,Std,02/08/2013 06:30:00,0.139,ACORN-A,Affluent
MAC003718,Std,02/08/2013 07:00:00,0.094,ACORN-A,Affluent
MAC003718,Std,02/08/2013 07:30:00,0.225,ACORN-A,Affluent
MAC003718,Std,02/08/2013 08:00:00,0.361,ACORN-A,Affluent
MAC003718,Std,02/08/2013 08:30:00,0.356,ACORN-A,Affluent
MAC003718,Std,02/08/2013 09:00:00,0.192,ACORN-A,Affluent
MAC003718,Std,02/08/2013 09:30:00,0.243,ACORN-A,Affluent
MAC003718,Std,02/08/2013 10:00:00,0.326,ACORN-A,Affluent
MAC003718,Std,02/08/2013 10:30:00,0.223,ACORN-A,Affluent
MAC003718,Std,02/08/2013 11:00:00,0.214,ACORN-A,Affluent
MAC003718,Std,02/08/2013 11:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,02/08/2013 12:00:00,0.111,ACORN-A,Affluent
MAC003718,Std,02/08/2013 12:30:00,0.061,ACORN-A,Affluent
MAC003718,Std,02/08/2013 13:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,02/08/2013 13:30:00,0.105,ACORN-A,Affluent
MAC003718,Std,02/08/2013 14:00:00,0.121,ACORN-A,Affluent
MAC003718,Std,02/08/2013 14:30:00,0.15,ACORN-A,Affluent
MAC003718,Std,02/08/2013 15:00:00,0.138,ACORN-A,Affluent
MAC003718,Std,02/08/2013 15:30:00,0.134,ACORN-A,Affluent
MAC003718,Std,02/08/2013 16:00:00,0.132,ACORN-A,Affluent
MAC003718,Std,02/08/2013 16:30:00,0.226,ACORN-A,Affluent
MAC003718,Std,02/08/2013 17:00:00,0.171,ACORN-A,Affluent
MAC003718,Std,02/08/2013 17:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,02/08/2013 18:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,02/08/2013 18:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,02/08/2013 19:00:00,0.404,ACORN-A,Affluent
MAC003718,Std,02/08/2013 19:30:00,0.241,ACORN-A,Affluent
MAC003718,Std,02/08/2013 20:00:00,0.374,ACORN-A,Affluent
MAC003718,Std,02/08/2013 20:30:00,0.315,ACORN-A,Affluent
MAC003718,Std,02/08/2013 21:00:00,0.196,ACORN-A,Affluent
MAC003718,Std,02/08/2013 21:30:00,0.385,ACORN-A,Affluent
MAC003718,Std,02/08/2013 22:00:00,0.188,ACORN-A,Affluent
MAC003718,Std,02/08/2013 22:30:00,0.198,ACORN-A,Affluent
MAC003718,Std,02/08/2013 23:00:00,0.68,ACORN-A,Affluent
MAC003718,Std,02/08/2013 23:30:00,0.226,ACORN-A,Affluent
MAC003718,Std,03/08/2013 00:00:00,0.501,ACORN-A,Affluent
MAC003718,Std,03/08/2013 00:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,03/08/2013 01:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,03/08/2013 01:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,03/08/2013 02:00:00,0.133,ACORN-A,Affluent
MAC003718,Std,03/08/2013 02:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,03/08/2013 03:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,03/08/2013 03:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,03/08/2013 04:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,03/08/2013 04:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,03/08/2013 05:00:00,0.125,ACORN-A,Affluent
MAC003718,Std,03/08/2013 05:30:00,0.14,ACORN-A,Affluent
MAC003718,Std,03/08/2013 06:00:00,0.137,ACORN-A,Affluent
MAC003718,Std,03/08/2013 06:30:00,0.177,ACORN-A,Affluent
MAC003718,Std,03/08/2013 07:00:00,0.297,ACORN-A,Affluent
MAC003718,Std,03/08/2013 07:30:00,0.213,ACORN-A,Affluent
MAC003718,Std,03/08/2013 08:00:00,0.323,ACORN-A,Affluent
MAC003718,Std,03/08/2013 08:30:00,0.221,ACORN-A,Affluent
MAC003718,Std,03/08/2013 09:00:00,0.232,ACORN-A,Affluent
MAC003718,Std,03/08/2013 09:30:00,0.232,ACORN-A,Affluent
MAC003718,Std,03/08/2013 10:00:00,0.181,ACORN-A,Affluent
MAC003718,Std,03/08/2013 10:30:00,0.112,ACORN-A,Affluent
MAC003718,Std,03/08/2013 11:00:00,0.082,ACORN-A,Affluent
MAC003718,Std,03/08/2013 11:30:00,0.095,ACORN-A,Affluent
MAC003718,Std,03/08/2013 12:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,03/08/2013 12:30:00,0.146,ACORN-A,Affluent
MAC003718,Std,03/08/2013 13:00:00,0.147,ACORN-A,Affluent
MAC003718,Std,03/08/2013 13:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,03/08/2013 14:00:00,0.152,ACORN-A,Affluent
MAC003718,Std,03/08/2013 14:30:00,0.17,ACORN-A,Affluent
MAC003718,Std,03/08/2013 15:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,03/08/2013 15:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,03/08/2013 16:00:00,0.14,ACORN-A,Affluent
MAC003718,Std,03/08/2013 16:30:00,0.136,ACORN-A,Affluent
MAC003718,Std,03/08/2013 17:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,03/08/2013 17:30:00,0.097,ACORN-A,Affluent
MAC003718,Std,03/08/2013 18:00:00,0.249,ACORN-A,Affluent
MAC003718,Std,03/08/2013 18:30:00,0.164,ACORN-A,Affluent
MAC003718,Std,03/08/2013 19:00:00,0.147,ACORN-A,Affluent
MAC003718,Std,03/08/2013 19:30:00,0.175,ACORN-A,Affluent
MAC003718,Std,03/08/2013 20:00:00,0.164,ACORN-A,Affluent
MAC003718,Std,03/08/2013 20:30:00,0.186,ACORN-A,Affluent
MAC003718,Std,03/08/2013 21:00:00,0.194,ACORN-A,Affluent
MAC003718,Std,03/08/2013 21:30:00,0.384,ACORN-A,Affluent
MAC003718,Std,03/08/2013 22:00:00,0.221,ACORN-A,Affluent
MAC003718,Std,03/08/2013 22:30:00,0.339,ACORN-A,Affluent
MAC003718,Std,03/08/2013 23:00:00,0.234,ACORN-A,Affluent
MAC003718,Std,03/08/2013 23:30:00,0.765,ACORN-A,Affluent
MAC003718,Std,04/08/2013 00:00:00,0.213,ACORN-A,Affluent
MAC003718,Std,04/08/2013 00:30:00,0.189,ACORN-A,Affluent
MAC003718,Std,04/08/2013 01:00:00,0.52,ACORN-A,Affluent
MAC003718,Std,04/08/2013 01:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,04/08/2013 02:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,04/08/2013 02:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,04/08/2013 03:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,04/08/2013 03:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,04/08/2013 04:00:00,0.143,ACORN-A,Affluent
MAC003718,Std,04/08/2013 04:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,04/08/2013 05:00:00,0.131,ACORN-A,Affluent
MAC003718,Std,04/08/2013 05:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,04/08/2013 06:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,04/08/2013 06:30:00,0.186,ACORN-A,Affluent
MAC003718,Std,04/08/2013 07:00:00,0.183,ACORN-A,Affluent
MAC003718,Std,04/08/2013 07:30:00,0.189,ACORN-A,Affluent
MAC003718,Std,04/08/2013 08:00:00,0.266,ACORN-A,Affluent
MAC003718,Std,04/08/2013 08:30:00,0.19,ACORN-A,Affluent
MAC003718,Std,04/08/2013 09:00:00,0.26,ACORN-A,Affluent
MAC003718,Std,04/08/2013 09:30:00,0.216,ACORN-A,Affluent
MAC003718,Std,04/08/2013 10:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,04/08/2013 10:30:00,0.17,ACORN-A,Affluent
MAC003718,Std,04/08/2013 11:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,04/08/2013 11:30:00,0.121,ACORN-A,Affluent
MAC003718,Std,04/08/2013 12:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,04/08/2013 12:30:00,0.14,ACORN-A,Affluent
MAC003718,Std,04/08/2013 13:00:00,0.136,ACORN-A,Affluent
MAC003718,Std,04/08/2013 13:30:00,0.148,ACORN-A,Affluent
MAC003718,Std,04/08/2013 14:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,04/08/2013 14:30:00,0.118,ACORN-A,Affluent
MAC003718,Std,04/08/2013 15:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,04/08/2013 15:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,04/08/2013 16:00:00,0.183,ACORN-A,Affluent
MAC003718,Std,04/08/2013 16:30:00,0.166,ACORN-A,Affluent
MAC003718,Std,04/08/2013 17:00:00,0.16,ACORN-A,Affluent
MAC003718,Std,04/08/2013 17:30:00,0.232,ACORN-A,Affluent
MAC003718,Std,04/08/2013 18:00:00,0.201,ACORN-A,Affluent
MAC003718,Std,04/08/2013 18:30:00,0.453,ACORN-A,Affluent
MAC003718,Std,04/08/2013 19:00:00,0.244,ACORN-A,Affluent
MAC003718,Std,04/08/2013 19:30:00,0.366,ACORN-A,Affluent
MAC003718,Std,04/08/2013 20:00:00,0.324,ACORN-A,Affluent
MAC003718,Std,04/08/2013 20:30:00,0.287,ACORN-A,Affluent
MAC003718,Std,04/08/2013 21:00:00,0.223,ACORN-A,Affluent
MAC003718,Std,04/08/2013 21:30:00,0.34,ACORN-A,Affluent
MAC003718,Std,04/08/2013 22:00:00,0.21,ACORN-A,Affluent
MAC003718,Std,04/08/2013 22:30:00,0.197,ACORN-A,Affluent
MAC003718,Std,04/08/2013 23:00:00,0.68,ACORN-A,Affluent
MAC003718,Std,04/08/2013 23:30:00,0.24,ACORN-A,Affluent
MAC003718,Std,05/08/2013 00:00:00,0.474,ACORN-A,Affluent
MAC003718,Std,05/08/2013 00:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,05/08/2013 01:00:00,0.113,ACORN-A,Affluent
MAC003718,Std,05/08/2013 01:30:00,0.14,ACORN-A,Affluent
MAC003718,Std,05/08/2013 02:00:00,0.137,ACORN-A,Affluent
MAC003718,Std,05/08/2013 02:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,05/08/2013 03:00:00,0.125,ACORN-A,Affluent
MAC003718,Std,05/08/2013 03:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,05/08/2013 04:00:00,0.133,ACORN-A,Affluent
MAC003718,Std,05/08/2013 04:30:00,0.134,ACORN-A,Affluent
MAC003718,Std,05/08/2013 05:00:00,0.107,ACORN-A,Affluent
MAC003718,Std,05/08/2013 05:30:00,0.101,ACORN-A,Affluent
MAC003718,Std,05/08/2013 06:00:00,0.146,ACORN-A,Affluent
MAC003718,Std,05/08/2013 06:30:00,0.235,ACORN-A,Affluent
MAC003718,Std,05/08/2013 07:00:00,0.128,ACORN-A,Affluent
MAC003718,Std,05/08/2013 07:30:00,0.646,ACORN-A,Affluent
MAC003718,Std,05/08/2013 08:00:00,0.27,ACORN-A,Affluent
MAC003718,Std,05/08/2013 08:30:00,0.302,ACORN-A,Affluent
MAC003718,Std,05/08/2013 09:00:00,0.209,ACORN-A,Affluent
MAC003718,Std,05/08/2013 09:30:00,0.539,ACORN-A,Affluent
MAC003718,Std,05/08/2013 10:00:00,0.261,ACORN-A,Affluent
MAC003718,Std,05/08/2013 10:30:00,0.145,ACORN-A,Affluent
MAC003718,Std,05/08/2013 11:00:00,0.11,ACORN-A,Affluent
MAC003718,Std,05/08/2013 11:30:00,0.452,ACORN-A,Affluent
MAC003718,Std,05/08/2013 12:00:00,0.185,ACORN-A,Affluent
MAC003718,Std,05/08/2013 12:30:00,0.098,ACORN-A,Affluent
MAC003718,Std,05/08/2013 13:00:00,0.258,ACORN-A,Affluent
MAC003718,Std,05/08/2013 13:30:00,0.11,ACORN-A,Affluent
MAC003718,Std,05/08/2013 14:00:00,0.169,ACORN-A,Affluent
MAC003718,Std,05/08/2013 14:30:00,0.311,ACORN-A,Affluent
MAC003718,Std,05/08/2013 15:00:00,0.251,ACORN-A,Affluent
MAC003718,Std,05/08/2013 15:30:00,0.209,ACORN-A,Affluent
MAC003718,Std,05/08/2013 16:00:00,0.17,ACORN-A,Affluent
MAC003718,Std,05/08/2013 16:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,05/08/2013 17:00:00,0.149,ACORN-A,Affluent
MAC003718,Std,05/08/2013 17:30:00,0.188,ACORN-A,Affluent
MAC003718,Std,05/08/2013 18:00:00,0.368,ACORN-A,Affluent
MAC003718,Std,05/08/2013 18:30:00,0.227,ACORN-A,Affluent
MAC003718,Std,05/08/2013 19:00:00,0.169,ACORN-A,Affluent
MAC003718,Std,05/08/2013 19:30:00,0.423,ACORN-A,Affluent
MAC003718,Std,05/08/2013 20:00:00,0.422,ACORN-A,Affluent
MAC003718,Std,05/08/2013 20:30:00,0.404,ACORN-A,Affluent
MAC003718,Std,05/08/2013 21:00:00,0.549,ACORN-A,Affluent
MAC003718,Std,05/08/2013 21:30:00,0.223,ACORN-A,Affluent
MAC003718,Std,05/08/2013 22:00:00,0.199,ACORN-A,Affluent
MAC003718,Std,05/08/2013 22:30:00,0.346,ACORN-A,Affluent
MAC003718,Std,05/08/2013 23:00:00,0.685,ACORN-A,Affluent
MAC003718,Std,05/08/2013 23:30:00,0.125,ACORN-A,Affluent
MAC003718,Std,06/08/2013 00:00:00,0.358,ACORN-A,Affluent
MAC003718,Std,06/08/2013 00:30:00,0.365,ACORN-A,Affluent
MAC003718,Std,06/08/2013 01:00:00,0.092,ACORN-A,Affluent
MAC003718,Std,06/08/2013 01:30:00,0.109,ACORN-A,Affluent
MAC003718,Std,06/08/2013 02:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,06/08/2013 02:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,06/08/2013 03:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,06/08/2013 03:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,06/08/2013 04:00:00,0.122,ACORN-A,Affluent
MAC003718,Std,06/08/2013 04:30:00,0.108,ACORN-A,Affluent
MAC003718,Std,06/08/2013 05:00:00,0.095,ACORN-A,Affluent
MAC003718,Std,06/08/2013 05:30:00,0.1,ACORN-A,Affluent
MAC003718,Std,06/08/2013 06:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,06/08/2013 06:30:00,0.231,ACORN-A,Affluent
MAC003718,Std,06/08/2013 07:00:00,0.178,ACORN-A,Affluent
MAC003718,Std,06/08/2013 07:30:00,0.236,ACORN-A,Affluent
MAC003718,Std,06/08/2013 08:00:00,0.166,ACORN-A,Affluent
MAC003718,Std,06/08/2013 08:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,06/08/2013 09:00:00,0.198,ACORN-A,Affluent
MAC003718,Std,06/08/2013 09:30:00,0.151,ACORN-A,Affluent
MAC003718,Std,06/08/2013 10:00:00,0.194,ACORN-A,Affluent
MAC003718,Std,06/08/2013 10:30:00,0.128,ACORN-A,Affluent
MAC003718,Std,06/08/2013 11:00:00,0.167,ACORN-A,Affluent
MAC003718,Std,06/08/2013 11:30:00,0.094,ACORN-A,Affluent
MAC003718,Std,06/08/2013 12:00:00,0.094,ACORN-A,Affluent
MAC003718,Std,06/08/2013 12:30:00,0.093,ACORN-A,Affluent
MAC003718,Std,06/08/2013 13:00:00,0.126,ACORN-A,Affluent
MAC003718,Std,06/08/2013 13:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,06/08/2013 14:00:00,0.129,ACORN-A,Affluent
MAC003718,Std,06/08/2013 14:30:00,0.139,ACORN-A,Affluent
